text,intent
new shipments she sent during august last weekend?,Query_for_Shipments_sent_in_windowed_time_period
provide my list of shipments going between those last 48 hours.,Query_for_Shipments_sent_in_windowed_time_period
show shipments every two past eight days.,Query_for_Shipments_sent_in_windowed_time_period
they'm looking for shipments beginning after the first quarter.,Query_for_Shipments_sent_in_windowed_time_period
detail shipments sent from june 1st long may 3rd.,Query_for_Shipments_sent_in_windowed_time_period
can you list anything about here?,Query_for_Shipments_sent_in_windowed_time_period
show has all shipments dispatched for the early six seasons.,Query_for_Shipments_sent_in_windowed_time_period
how shipments are sent in these last fiscal year?,Query_for_Shipments_sent_in_windowed_time_period
provide details and shipments available international last 72 hours.,Query_for_Shipments_sent_in_windowed_time_period
list shipments dispatched between december 1st january 25th.,Query_for_Shipments_sent_in_windowed_time_period
show five games sent on july 4th.,Query_for_Shipments_sent_in_windowed_time_period
which shipments were sent from her holiday shift last week?,Query_for_Shipments_sent_in_windowed_time_period
i need customer summary with shipments from every 1st two weeks.,Query_for_Shipments_sent_in_windowed_time_period
show me shipments dispatched a one third week.,Query_for_Shipments_sent_in_windowed_time_period
with all records from february.,Query_for_Shipments_sent_in_windowed_time_period
can you provide shipments available between january 7th and october 6th?,Query_for_Shipments_sent_in_windowed_time_period
annual shipments occur on new year's days.,Query_for_Shipments_sent_in_windowed_time_period
what shipments they dispatched in these past 7 days?,Query_for_Shipments_sent_in_windowed_time_period
save me that by the past fortnight.,Query_for_Shipments_sent_in_windowed_time_period
with their list of recipients sent in december.,Query_for_Shipments_sent_in_windowed_time_period
additional shipments dispatched to the first day during each month this semester.,Query_for_Shipments_sent_in_windowed_time_period
the copies were sent during next summer?,Query_for_Shipments_sent_in_windowed_time_period
gray received details of it from last monday... friday.,Query_for_Shipments_sent_in_windowed_time_period
show the shipments sent during the treaty trade.,Query_for_Shipments_sent_in_windowed_time_period
three shipments sent on public holidays last week.,Query_for_Shipments_sent_in_windowed_time_period
can you recall soldiers dispatched into the last poor quarter?,Query_for_Shipments_sent_in_windowed_time_period
detail shipments sent for december 1st and december 28th.,Query_for_Shipments_sent_in_windowed_time_period
what reports were sent of the preceding 30 days?,Query_for_Shipments_sent_in_windowed_time_period
recorded samples of shipments from last past weekend.,Query_for_Shipments_sent_in_windowed_time_period
these boat shipments dispatched between march 20th to october 20th.,Query_for_Shipments_sent_in_windowed_time_period
list all shipments from that previous base model.,Query_for_Shipments_sent_in_windowed_time_period
which boxes were sent with the last shipment from the previous month?,Query_for_Shipments_sent_in_windowed_time_period
i typed a summary with notes from all first half of this period.,Query_for_Shipments_sent_in_windowed_time_period
guests are dispatched during the winter holidays.,Query_for_Shipments_sent_in_windowed_time_period
all shipments sent along the to 90 days.,Query_for_Shipments_sent_in_windowed_time_period
provide data list all shipments from august to june.,Query_for_Shipments_sent_in_windowed_time_period
bus shipments everywhere on children's day.,Query_for_Shipments_sent_in_windowed_time_period
if services were dispatched after the last 60 days?,Query_for_Shipments_sent_in_windowed_time_period
show me shipments around them past five months.,Query_for_Shipments_sent_in_windowed_time_period
list from news sent between the thanksgiving week.,Query_for_Shipments_sent_in_windowed_time_period
must she provide details of shipments reported in august?,Query_for_Shipments_sent_in_windowed_time_period
those shipments were dispatched over the third week around september?,Query_for_Shipments_sent_in_windowed_time_period
they need her summary of shipments from my last spring quarter.,Query_for_Shipments_sent_in_windowed_time_period
half the shipments wrapped before march 31st.,Query_for_Shipments_sent_in_windowed_time_period
list frequently dispatched during the labor issue protests.,Query_for_Shipments_sent_in_windowed_time_period
for a list all events from the past year.,Query_for_Shipments_sent_in_windowed_time_period
detail shipments started between july 1st and the 8th.,Query_for_Shipments_sent_in_windowed_time_period
what shipments being sent during those last day of each month?,Query_for_Shipments_sent_in_windowed_time_period
return all targets dispatched in the past 100 days.,Query_for_Shipments_sent_in_windowed_time_period
list all shipments from his 2007 championship season.,Query_for_Shipments_sent_in_windowed_time_period
do this show shipments sent in from last 15 months?,Query_for_Shipments_sent_in_windowed_time_period
large shipments are dispatched between november 1 and june 31st?,Query_for_Shipments_sent_in_windowed_time_period
i need report of developments in this past five days.,Query_for_Shipments_sent_in_windowed_time_period
show new shipments ready during winter spring break.,Query_for_Shipments_sent_in_windowed_time_period
all made beginning on memorial day.,Query_for_Shipments_sent_in_windowed_time_period
provide a variety of tips from the retailer business night in each month.,Query_for_Shipments_sent_in_windowed_time_period
detail of sent during early fourth of july.,Query_for_Shipments_sent_in_windowed_time_period
had shipments they dispatched in those last 120 days?,Query_for_Shipments_sent_in_windowed_time_period
get me shipments from the other week or weekends.,Query_for_Shipments_sent_in_windowed_time_period
list key programs sent during the regular weekend's week.,Query_for_Shipments_sent_in_windowed_time_period
did someone verify details of shipments sent in february?,Query_for_Shipments_sent_in_windowed_time_period
no ones are dispatched on the 3rd monday of this year?,Query_for_Shipments_sent_in_windowed_time_period
i need a measure of earnings in his last financial quarter.,Query_for_Shipments_sent_in_windowed_time_period
also runs dispatched after the christmas week.,Query_for_Shipments_sent_in_windowed_time_period
list is increased in this last 45 days.,Query_for_Shipments_sent_in_windowed_time_period
and a list of shipments dated feb 1st to june 31st.,Query_for_Shipments_sent_in_windowed_time_period
most shipments arrived on halloween.,Query_for_Shipments_sent_in_windowed_time_period
have shipments were dispatched in the recent 20 year?,Query_for_Shipments_sent_in_windowed_time_period
show historical information from the past couple weeks.,Query_for_Shipments_sent_in_windowed_time_period
list all goods sold during the holy mother's reign.,Query_for_Shipments_sent_in_windowed_time_period
will you show he sent in the third quarter of next morning?,Query_for_Shipments_sent_in_windowed_time_period
so shipments were dispatched during black days?,Query_for_Shipments_sent_in_windowed_time_period
i saw images of everything from the last week to june.,Query_for_Shipments_sent_in_windowed_time_period
for all shipments sent before the central commission.,Query_for_Shipments_sent_in_windowed_time_period
20 shipments dispatched through 2014 new year's program.,Query_for_Shipments_sent_in_windowed_time_period
provide information list all shipments in the next leap year.,Query_for_Shipments_sent_in_windowed_time_period
detail paper sent around april fool'wives day.,Query_for_Shipments_sent_in_windowed_time_period
what shipments were dispatched for the final 75 miles?,Query_for_Shipments_sent_in_windowed_time_period
show me away for the before 10 days.,Query_for_Shipments_sent_in_windowed_time_period
list other things sent before his last father's day.,Query_for_Shipments_sent_in_windowed_time_period
can online provide updates about shipments sent in march?,Query_for_Shipments_sent_in_windowed_time_period
which shipments are dispatched on that last day continuing the semester?,Query_for_Shipments_sent_in_windowed_time_period
you need her summary on shipments from the last time quarter.,Query_for_Shipments_sent_in_windowed_time_period
multiple shipments dispatched around the last market week.,Query_for_Shipments_sent_in_windowed_time_period
list files sent in per second 180 days.,Query_for_Shipments_sent_in_windowed_time_period
provide full picture of incidents from may 1st to january 15th.,Query_for_Shipments_sent_in_windowed_time_period
new shipments sent up each day.,Query_for_Shipments_sent_in_windowed_time_period
what troops were dispatched after the last 50 min?,Query_for_Shipments_sent_in_windowed_time_period
get me shipments in the past 110 million.,Query_for_Shipments_sent_in_windowed_time_period
list the shipments sent by the following day weekend.,Query_for_Shipments_sent_in_windowed_time_period
would you make shipments to in july?,Query_for_Shipments_sent_in_windowed_time_period
search teams normally dispatched between february 15th and september 15th?,Query_for_Shipments_sent_in_windowed_time_period
i provided details of shipments from my highest working week in the year.,Query_for_Shipments_sent_in_windowed_time_period
have all shipments sent here weekend.,Query_for_Shipments_sent_in_windowed_time_period
list shipments in within recent past 24 hours.,Query_for_Shipments_sent_in_windowed_time_period
can you provide connections to shipments ready in january?,Query_for_Shipments_sent_in_windowed_time_period
i need the summary of shipments for those first city.,Query_for_Shipments_sent_in_windowed_time_period
not shipments were sent until march 21st and march 16th?,Query_for_Shipments_sent_in_windowed_time_period
love me had released on april 10th.,Query_for_Shipments_sent_in_windowed_time_period
list all editions from previous same month.,Query_for_Shipments_sent_in_windowed_time_period
which shipments were made during these last years?,Query_for_Shipments_sent_in_windowed_time_period
provide their list of shipments built on our last 48 hours.,Query_for_Shipments_sent_in_windowed_time_period
this is from the next three days.,Query_for_Shipments_sent_in_windowed_time_period
in'm ready for shipments today in the second batch.,Query_for_Shipments_sent_in_windowed_time_period
detail reports sent online may 1st to may 4th.,Query_for_Shipments_sent_in_windowed_time_period
will you compare shipments received yesterday?,Query_for_Shipments_sent_in_windowed_time_period
show me where you dispatched about the last five months.,Query_for_Shipments_sent_in_windowed_time_period
what shipments were present in his last two year?,Query_for_Shipments_sent_in_windowed_time_period
provide details about shipments from your plant 72 hours.,Query_for_Shipments_sent_in_windowed_time_period
date of dispatched are june 1st and today.,Query_for_Shipments_sent_in_windowed_time_period
show all but closed before june 4th.,Query_for_Shipments_sent_in_windowed_time_period
heavy shipments i left during the off season last year?,Query_for_Shipments_sent_in_windowed_time_period
i recognize a couple of shipments from the first two seasons.,Query_for_Shipments_sent_in_windowed_time_period
showed me shipments recorded for the past week.,Query_for_Shipments_sent_in_windowed_time_period
list all shipments with nigeria.,Query_for_Shipments_sent_in_windowed_time_period
can they provide news sent between september 15th that october 16th?,Query_for_Shipments_sent_in_windowed_time_period
detail shipments sent in new guy's holiday.,Query_for_Shipments_sent_in_windowed_time_period
did shipments were dispatched in their last 7 month?,Query_for_Shipments_sent_in_windowed_time_period
show me out by the next fortnight.,Query_for_Shipments_sent_in_windowed_time_period
provide a list for orders delivered in december.,Query_for_Shipments_sent_in_windowed_time_period
list shipments dispatched on the first level for each week this end.,Query_for_Shipments_sent_in_windowed_time_period
a thing i sent during the summer?,Query_for_Shipments_sent_in_windowed_time_period
i need notices of shipments scheduled last wednesday to monday.,Query_for_Shipments_sent_in_windowed_time_period
nearly all shipments sent over the winter term.,Query_for_Shipments_sent_in_windowed_time_period
list shipments sent on single order at year.,Query_for_Shipments_sent_in_windowed_time_period
do you imagine people dispatched in average last fiscal quarter?,Query_for_Shipments_sent_in_windowed_time_period
all shipments sent through october 1st and february 28th.,Query_for_Shipments_sent_in_windowed_time_period
what shipments have sent during its last 30 days?,Query_for_Shipments_sent_in_windowed_time_period
provide details regarding event across the past weekend.,Query_for_Shipments_sent_in_windowed_time_period
weekend me shipments were between february 20th ± april 20th.,Query_for_Shipments_sent_in_windowed_time_period
ignoring all shipments from this previous counting week.,Query_for_Shipments_sent_in_windowed_time_period
which shipments were sent off that last day on the first month?,Query_for_Shipments_sent_in_windowed_time_period
they need a summary that shipments in the first years of last year.,Query_for_Shipments_sent_in_windowed_time_period
show songs occur during separate easter holidays.,Query_for_Shipments_sent_in_windowed_time_period
list rankings were in during last 90 days.,Query_for_Shipments_sent_in_windowed_time_period
field historical survey of shipments from april to june.,Query_for_Shipments_sent_in_windowed_time_period
detail shipments fell over valentine's anniversary.,Query_for_Shipments_sent_in_windowed_time_period
four shipments had dispatched in the original 60 days?,Query_for_Shipments_sent_in_windowed_time_period
show in all in the past three months.,Query_for_Shipments_sent_in_windowed_time_period
9 email messages sent during the thanksgiving week.,Query_for_Shipments_sent_in_windowed_time_period
can you provide details about them arriving in august?,Query_for_Shipments_sent_in_windowed_time_period
and shipments were dispatched with those first hours of september?,Query_for_Shipments_sent_in_windowed_time_period
i need a lot of progress from the previous business call.,Query_for_Shipments_sent_in_windowed_time_period
numbers for shipments sent before march end.,Query_for_Shipments_sent_in_windowed_time_period
seven shipments dispatched during final labor union weekend.,Query_for_Shipments_sent_in_windowed_time_period
provide a schedule of shipments through the past season.,Query_for_Shipments_sent_in_windowed_time_period
nominations are sent between september 1st and july 31st.,Query_for_Shipments_sent_in_windowed_time_period
what shipments are sent on the second friday off each june?,Query_for_Shipments_sent_in_windowed_time_period
take me shipments dispatched in hours given 100 days.,Query_for_Shipments_sent_in_windowed_time_period
list all shipments from its fall holiday weekend.,Query_for_Shipments_sent_in_windowed_time_period
can this show shipments sent in between next fourteen months?,Query_for_Shipments_sent_in_windowed_time_period
two shipments were dispatched until september 1st and sept 31st?,Query_for_Shipments_sent_in_windowed_time_period
i found photos of everything from the final five days.,Query_for_Shipments_sent_in_windowed_time_period
receives all shipments daily on the spring break.,Query_for_Shipments_sent_in_windowed_time_period
list shipments except on overseas duty.,Query_for_Shipments_sent_in_windowed_time_period
provide detailed summary of shipments from the last 12 month of every month.,Query_for_Shipments_sent_in_windowed_time_period
detail operations sent through the fourth of august.,Query_for_Shipments_sent_in_windowed_time_period
what shipments were dispatched on those last 120 weeks?,Query_for_Shipments_sent_in_windowed_time_period
bring me stats from the coming week excluding weekends.,Query_for_Shipments_sent_in_windowed_time_period
list included shipments bought during the special valentine's vacation.,Query_for_Shipments_sent_in_windowed_time_period
would you a list of shipments sent in february?,Query_for_Shipments_sent_in_windowed_time_period
any shipments were shipped on the first monday between this trip?,Query_for_Shipments_sent_in_windowed_time_period
we need all summary of shipments and the first financial quarter.,Query_for_Shipments_sent_in_windowed_time_period
initial shipments dispatched from the fifth week.,Query_for_Shipments_sent_in_windowed_time_period
list be sent for the remaining 45 days.,Query_for_Shipments_sent_in_windowed_time_period
updated the record of shipments from october 1st via october 31st.,Query_for_Shipments_sent_in_windowed_time_period
detail being sent during halloween.,Query_for_Shipments_sent_in_windowed_time_period
what people were dispatched during the past 20 days?,Query_for_Shipments_sent_in_windowed_time_period
show me shipments this late prior six weeks.,Query_for_Shipments_sent_in_windowed_time_period
list 3 shipments filed in the last mother'ing day.,Query_for_Shipments_sent_in_windowed_time_period
can you have students sent into the 1st quarter of this year?,Query_for_Shipments_sent_in_windowed_time_period
those shipments had dispatched on good friday?,Query_for_Shipments_sent_in_windowed_time_period
i made millions of shipments over the last week in june.,Query_for_Shipments_sent_in_windowed_time_period
sign off shipments exactly before the tax day.,Query_for_Shipments_sent_in_windowed_time_period
list this peaked during that whole year's week.,Query_for_Shipments_sent_in_windowed_time_period
provide a window into shipments from the last nineteenth century.,Query_for_Shipments_sent_in_windowed_time_period
detail shipments occurred during april fools's day.,Query_for_Shipments_sent_in_windowed_time_period
those shipments were issued in the last 75 months?,Query_for_Shipments_sent_in_windowed_time_period
show me highlights from the next 10 episodes.,Query_for_Shipments_sent_in_windowed_time_period
from those shipments sent during the last year's era.,Query_for_Shipments_sent_in_windowed_time_period
can yours provide details toward shipments sent this march?,Query_for_Shipments_sent_in_windowed_time_period
the shipments were dispatched on the last days de his year?,Query_for_Shipments_sent_in_windowed_time_period
urgently need a summary of shipments from the preceding two day.,Query_for_Shipments_sent_in_windowed_time_period
the shipments dispatched across the national halloween week.,Query_for_Shipments_sent_in_windowed_time_period
list shipments sent in over other 180 weeks.,Query_for_Shipments_sent_in_windowed_time_period
provide complete list of activities from fall 1st to july 15th.,Query_for_Shipments_sent_in_windowed_time_period
all shipments made on labor days.,Query_for_Shipments_sent_in_windowed_time_period
what shipments were going in these next 50 days?,Query_for_Shipments_sent_in_windowed_time_period
drop me shipments for the upcoming 110 days.,Query_for_Shipments_sent_in_windowed_time_period
list various shipments sent during the 100 day service.,Query_for_Shipments_sent_in_windowed_time_period
should it show shipments sent since july?,Query_for_Shipments_sent_in_windowed_time_period
further shipments if dispatched both february 15th and september 15th?,Query_for_Shipments_sent_in_windowed_time_period
i need more of shipments from their last 72 hours of that year.,Query_for_Shipments_sent_in_windowed_time_period
all the shipments from last week.,Query_for_Shipments_sent_in_windowed_time_period
four shipments dispatched before the current 24 hours.,Query_for_Shipments_sent_in_windowed_time_period
can andrew put details in shipments sent in january?,Query_for_Shipments_sent_in_windowed_time_period
i noticed a change of stats over the first quarter.,Query_for_Shipments_sent_in_windowed_time_period
what cases were handled between march 16 and the 15th?,Query_for_Shipments_sent_in_windowed_time_period
show me order dispatched due april 17.,Query_for_Shipments_sent_in_windowed_time_period
list all shipments from any french release.,Query_for_Shipments_sent_in_windowed_time_period
which shipments get sent during what local weekend?,Query_for_Shipments_sent_in_windowed_time_period
provide this list of shipments dispatched in its remaining 48 flights.,Query_for_Shipments_sent_in_windowed_time_period
expected shipments from the current 20 days.,Query_for_Shipments_sent_in_windowed_time_period
just'im looking for shipments sent in the black van.,Query_for_Shipments_sent_in_windowed_time_period
detail is sent from july 23rd to may 31st.,Query_for_Shipments_sent_in_windowed_time_period
also they list shipments sent out?,Query_for_Shipments_sent_in_windowed_time_period
not we how shipments handled in the last six months.,Query_for_Shipments_sent_in_windowed_time_period
what shipments they brought in for last fiscal year?,Query_for_Shipments_sent_in_windowed_time_period
full verification of operations from the last 72 hours.,Query_for_Shipments_sent_in_windowed_time_period
list shipments are in june 1st by today.,Query_for_Shipments_sent_in_windowed_time_period
show all recordings of before july second.,Query_for_Shipments_sent_in_windowed_time_period
which shipments those sent during the holiday week after april?,Query_for_Shipments_sent_in_windowed_time_period
i scan the summary on news from the last two weeks.,Query_for_Shipments_sent_in_windowed_time_period
show me shipments going through late past week.,Query_for_Shipments_sent_in_windowed_time_period
list international shipments from iraq.,Query_for_Shipments_sent_in_windowed_time_period
can i count shipments sent between december 4th and october 15th?,Query_for_Shipments_sent_in_windowed_time_period
our shipments sent every new years's eve.,Query_for_Shipments_sent_in_windowed_time_period
any shipments were dispatched in the prior 7 year?,Query_for_Shipments_sent_in_windowed_time_period
show further shipments from the prior decade.,Query_for_Shipments_sent_in_windowed_time_period
provide a bibliography of candidates sent during december.,Query_for_Shipments_sent_in_windowed_time_period
list shipments dispatched on the current day of arrival month to season.,Query_for_Shipments_sent_in_windowed_time_period
which shipments are shipped at the summer?,Query_for_Shipments_sent_in_windowed_time_period
i need details of events from this call to tuesday.,Query_for_Shipments_sent_in_windowed_time_period
like an email sent during the winter season.,Query_for_Shipments_sent_in_windowed_time_period
list is held in public holidays this year.,Query_for_Shipments_sent_in_windowed_time_period
can you show shipments even during their last first quarter?,Query_for_Shipments_sent_in_windowed_time_period
detail personnel sent between december 9 and february 28th.,Query_for_Shipments_sent_in_windowed_time_period
what shipments were done in these last 30 moments?,Query_for_Shipments_sent_in_windowed_time_period
provide lists of shipments for the last weekend.,Query_for_Shipments_sent_in_windowed_time_period
show me shipments start early march 24th and may 20th.,Query_for_Shipments_sent_in_windowed_time_period
list all shipments from the prior three months.,Query_for_Shipments_sent_in_windowed_time_period
which shipments if sent before the seventh day of the previous season?,Query_for_Shipments_sent_in_windowed_time_period
will welcome your summary of awards from the first half of their year.,Query_for_Shipments_sent_in_windowed_time_period
show shipments dispatched through the christmas holiday.,Query_for_Shipments_sent_in_windowed_time_period
list if sent during the next 90 days.,Query_for_Shipments_sent_in_windowed_time_period
provide a list with updates on april to june.,Query_for_Shipments_sent_in_windowed_time_period
detail shipments are on jared's right.,Query_for_Shipments_sent_in_windowed_time_period
no shipments were shipped during the last 60 days?,Query_for_Shipments_sent_in_windowed_time_period
show me shipments in the first four months.,Query_for_Shipments_sent_in_windowed_time_period
list missing information sent during its thanksgiving week.,Query_for_Shipments_sent_in_windowed_time_period
can i confirm dates of shipments sent in august?,Query_for_Shipments_sent_in_windowed_time_period
which shipments get shipped in its first days of september?,Query_for_Shipments_sent_in_windowed_time_period
i need a report our shipments from the last field trip.,Query_for_Shipments_sent_in_windowed_time_period
show all tickets through before march end.,Query_for_Shipments_sent_in_windowed_time_period
additional shipments scheduled for the labor day weekend.,Query_for_Shipments_sent_in_windowed_time_period
provide a list about times within the past year.,Query_for_Shipments_sent_in_windowed_time_period
detail shipments began between february 1st till july 31st.,Query_for_Shipments_sent_in_windowed_time_period
what does get sent on sale last night of each month?,Query_for_Shipments_sent_in_windowed_time_period
include me shipments dispatched throughout the ensuing 100 days.,Query_for_Shipments_sent_in_windowed_time_period
list the events from the 2008 holiday season.,Query_for_Shipments_sent_in_windowed_time_period
can it show shipments sent by in last two days?,Query_for_Shipments_sent_in_windowed_time_period
or had they dispatched between november 1st and december 3rd?,Query_for_Shipments_sent_in_windowed_time_period
i need details for developments from the preceding few days.,Query_for_Shipments_sent_in_windowed_time_period
lancashire daily mail sent during the spring break.,Query_for_Shipments_sent_in_windowed_time_period
3 shipments sent to memorial flight.,Query_for_Shipments_sent_in_windowed_time_period
provide a schedule with dates upon each last business day of each month.,Query_for_Shipments_sent_in_windowed_time_period
detail shipments sent on la fourth following march.,Query_for_Shipments_sent_in_windowed_time_period
what missions were dispatched in just two 120 days?,Query_for_Shipments_sent_in_windowed_time_period
show data shipments within the past semester excluding weekends.,Query_for_Shipments_sent_in_windowed_time_period
list any shipments sent during the last of'90 cruise.,Query_for_Shipments_sent_in_windowed_time_period
can someone provide details of shipments sent through there?,Query_for_Shipments_sent_in_windowed_time_period
all shipments arrived dispatched on the third monday of this calendar?,Query_for_Shipments_sent_in_windowed_time_period
i need your summary of shipments from one local financial area.,Query_for_Shipments_sent_in_windowed_time_period
session weekends continue during the christmas week.,Query_for_Shipments_sent_in_windowed_time_period
most shipments were in the preceding 45 days.,Query_for_Shipments_sent_in_windowed_time_period
provide updated list of shipments from march 1st via december 31st.,Query_for_Shipments_sent_in_windowed_time_period
all shipments sent on tour.,Query_for_Shipments_sent_in_windowed_time_period
who shipments were dispatched in its last 20 cycles?,Query_for_Shipments_sent_in_windowed_time_period
show me shipments from our past 32 times.,Query_for_Shipments_sent_in_windowed_time_period
but all shipments sent during the holidays mother'd stay.,Query_for_Shipments_sent_in_windowed_time_period
and you estimate shipments sent in the final quarter of a year?,Query_for_Shipments_sent_in_windowed_time_period
which bus he carried on black friday?,Query_for_Shipments_sent_in_windowed_time_period
friends need details with shipments from the last days in june.,Query_for_Shipments_sent_in_windowed_time_period
show all shipments reported on the tax board.,Query_for_Shipments_sent_in_windowed_time_period
all shipments dispatched until any new director's week.,Query_for_Shipments_sent_in_windowed_time_period
a full list of shipments from any 2017 leap year.,Query_for_Shipments_sent_in_windowed_time_period
detail were sent on april 7's eve.,Query_for_Shipments_sent_in_windowed_time_period
what shipments were making within the last 75 yards?,Query_for_Shipments_sent_in_windowed_time_period
show me down from the top 10 cycles.,Query_for_Shipments_sent_in_windowed_time_period
list any shipments deposited into yours last father's day.,Query_for_Shipments_sent_in_windowed_time_period
did you provide notice of shipments sent into march?,Query_for_Shipments_sent_in_windowed_time_period
which shipments he dispatched from the last month of the season?,Query_for_Shipments_sent_in_windowed_time_period
will need total number of shipments from the spring opening quarter.,Query_for_Shipments_sent_in_windowed_time_period
regular shipments dispatched by the last two week.,Query_for_Shipments_sent_in_windowed_time_period
list summary sent from the last 180 clicks.,Query_for_Shipments_sent_in_windowed_time_period
provide a catalog of shipments used june 9th to may 15th.,Query_for_Shipments_sent_in_windowed_time_period
detail runs south to labor day.,Query_for_Shipments_sent_in_windowed_time_period
what shipments lay available in the top 50 days?,Query_for_Shipments_sent_in_windowed_time_period
show current shipments from my first 110 days.,Query_for_Shipments_sent_in_windowed_time_period
list all shipments sent before columbus memorial holiday weekend.,Query_for_Shipments_sent_in_windowed_time_period
do they show information sent in july?,Query_for_Shipments_sent_in_windowed_time_period
which votes were counted between august 17th and september 17th?,Query_for_Shipments_sent_in_windowed_time_period
i need credit on shipments by the next market week of the year.,Query_for_Shipments_sent_in_windowed_time_period
Query_for_Shipments_sent_in_windowed_time_period,Query_for_Shipments_sent_in_windowed_time_period
Show all shipments sent last week.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched in the past 24 hours.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide details of shipments sent in January?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the first quarter.,Query_for_Shipments_sent_in_windowed_time_period
what revenue shipments were sent between march and 1st 14th and late march 15th?,Query_for_Shipments_sent_in_windowed_time_period
show 4 me shipments dispatched on 30 april or 10th.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments from the previous month.,Query_for_Shipments_sent_in_windowed_time_period
see which shipments trains were typically sent during the last weekend?,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments dispatched in the last 48 hours.,Query_for_Shipments_sent_in_windowed_time_period
show car shipments from the years past lasted three days.,Query_for_Shipments_sent_in_windowed_time_period
I'm looking for shipments sent in the second quarter.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent from May 1st to May 31st.,Query_for_Shipments_sent_in_windowed_time_period
Can you list shipments sent yesterday?,Query_for_Shipments_sent_in_windowed_time_period
Show me all shipments dispatched in the last six months.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent in the last fiscal year?,Query_for_Shipments_sent_in_windowed_time_period
provide brief details of merchandise shipments released from the last 72 hours.,Query_for_Shipments_sent_in_windowed_time_period
list shipments list dispatched between 12 june 1st 1947 and today.,Query_for_Shipments_sent_in_windowed_time_period
Show all shipments sent before July 4th.,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were sent during the holiday season last year?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last two weeks.,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments dispatched in the past week.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments from February.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide shipments sent between September 15th and October 15th?,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent on New Year's Eve.,Query_for_Shipments_sent_in_windowed_time_period
wondered what shipments were dispatched in the meantime last couple 7 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past fortnight.,Query_for_Shipments_sent_in_windowed_time_period
articles provide a list database of shipments sent annually in december.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched on the first day of each month this year.,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were sent during the summer?,Query_for_Shipments_sent_in_windowed_time_period
i need details of shipments available from last week monday morning to tomorrow friday.,Query_for_Shipments_sent_in_windowed_time_period
show notes all shipments sent online during on the winter season.,Query_for_Shipments_sent_in_windowed_time_period
List shipments sent on public holidays this year.,Query_for_Shipments_sent_in_windowed_time_period
Can you show shipments dispatched in the last fiscal quarter?,Query_for_Shipments_sent_in_windowed_time_period
detail shipments sent between january the 1st 1917 and the february 28th.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent in the last 30 days?,Query_for_Shipments_sent_in_windowed_time_period
provide details breakdown of shipments from retailers the first past weekend.,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments dispatched between March 20th and April 20th.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments from the previous business week.,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were sent on the last day of the previous month?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the first half of this year.,Query_for_Shipments_sent_in_windowed_time_period
Show shipments dispatched during the Easter holidays.,Query_for_Shipments_sent_in_windowed_time_period
a list of shipments sent in the last 90 straight days.,Query_for_Shipments_sent_in_windowed_time_period
provide a list comparison of revenue shipments from april to mid june.,Query_for_Shipments_sent_in_windowed_time_period
detail press shipments were sent on valentine'’ s day.,Query_for_Shipments_sent_in_windowed_time_period
know what shipments packages were dispatched in the past last 60 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past three months.,Query_for_Shipments_sent_in_windowed_time_period
list all shipments are sent during friday the thanksgiving break week.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide details of shipments sent in August?,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were dispatched in the first week of September?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last business quarter.,Query_for_Shipments_sent_in_windowed_time_period
show list all shipments sent west before march to 31st.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched during the Labor Day weekend.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from the past year.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent between July 1st and July 31st.,Query_for_Shipments_sent_in_windowed_time_period
what four shipments were each sent up on the last or friday of each month?,Query_for_Shipments_sent_in_windowed_time_period
show me how shipments been dispatched in all the past 100 days.,Query_for_Shipments_sent_in_windowed_time_period
below list all music shipments from december the previous holiday season.,Query_for_Shipments_sent_in_windowed_time_period
Can you show shipments sent in the last two months?,Query_for_Shipments_sent_in_windowed_time_period
